elapsed_s,backend_cpu_pct_total,backend_rss_mb_total,backend_process_count,postgres_total_cpu_pct,postgres_total_rss_mb,postgres_process_count,db_active_connections,db_total_connections
3.0,0.0,526.5,5,0.0,297.7,15,0,0
6.3,0.5,526.5,5,0.5,297.5,15,0,0
9.5,13.2,542.4,5,1.5,378.7,19,0,4
12.6,5.5,543.9,5,2.0,402.3,20,0,5
15.8,5.4,549.6,5,3.0,462.0,23,0,8
19.0,9.8,551.6,5,2.0,467.8,23,0,8
22.2,7.9,551.8,5,4.0,470.7,23,0,8
25.5,12.7,552.4,5,4.3,473.8,23,0,8
28.7,19.7,552.7,5,3.4,474.5,23,0,8
31.9,17.5,552.7,5,2.5,474.7,23,0,8
35.3,21.2,552.9,5,4.1,479.3,23,0,8
38.5,18.3,553.1,5,3.5,502.3,24,0,9
41.6,15.2,553.2,5,3.0,503.5,24,0,9
44.8,22.5,553.6,5,4.0,523.9,25,0,10
47.9,32.6,553.7,5,9.0,526.4,25,0,10
51.1,36.1,553.7,5,5.8,547.5,26,1,11
54.4,31.9,553.8,5,5.9,550.9,26,0,11
57.7,33.7,554.0,5,8.0,573.2,27,0,12
61.2,42.9,554.2,5,9.6,595.9,28,0,13
64.9,36.4,554.5,5,8.7,597.1,28,0,13
68.1,34.3,554.6,5,7.0,598.8,28,0,13
71.6,41.4,556.1,5,9.3,642.6,30,0,15
74.8,33.5,556.3,5,8.5,647.0,30,0,15
77.9,48.7,556.5,5,10.5,689.3,32,0,17
81.1,22.3,556.4,5,5.0,692.5,32,0,17
84.2,27.1,556.6,5,6.0,695.7,32,0,17
87.4,37.6,556.4,5,9.5,698.7,32,0,17
91.2,45.2,557.5,5,8.9,779.7,36,0,21
94.7,52.7,557.7,5,14.2,787.4,36,1,21
98.7,54.9,558.1,5,13.2,790.0,36,0,21
102.1,54.2,558.4,5,10.4,792.0,36,0,21
105.7,68.1,559.7,5,15.0,853.1,39,0,24
109.3,73.3,560.4,5,11.5,916.8,42,0,27
113.1,57.2,560.7,5,7.6,925.8,43,0,29
117.2,56.2,561.5,5,16.9,1000.0,46,0,31
121.2,55.1,562.8,5,17.2,1021.4,47,0,32
124.8,81.4,562.8,5,13.1,1018.1,47,0,32
128.1,52.4,562.8,5,12.0,1020.6,47,0,32
131.2,68.8,563.0,5,14.7,1022.8,47,0,32
134.8,63.1,562.8,5,12.7,1026.0,47,0,32
138.2,72.8,562.8,5,16.0,1033.7,47,0,32
141.3,74.5,562.4,5,13.0,1039.0,47,0,32
144.6,88.1,562.4,5,17.2,1043.0,47,0,32
147.8,71.2,562.5,5,15.8,1048.4,47,0,32
151.1,77.1,562.6,5,20.2,1052.1,47,0,32
154.3,77.6,563.1,5,15.0,1055.5,47,0,32
157.7,65.4,563.1,5,15.2,1057.2,47,0,32
160.9,62.0,563.4,5,6.0,1057.9,47,0,32
164.1,62.3,563.8,5,6.0,1058.2,47,0,32
167.4,73.9,565.2,5,13.2,1044.2,47,0,32
170.5,84.1,568.4,5,10.8,1054.3,49,0,32
176.0,86.7,568.5,5,17.5,1014.7,47,0,32
179.2,77.0,568.5,5,10.5,1019.0,47,1,32
182.6,72.4,566.7,5,17.8,1021.3,47,0,32
185.8,92.3,565.7,5,14.3,1024.8,47,0,32
189.1,89.7,566.9,5,26.5,1070.9,49,0,32
193.7,86.7,569.1,5,21.8,1027.2,48,0,32
197.6,100.1,569.2,5,15.2,1020.8,47,0,32
200.8,95.2,568.6,5,17.5,1030.4,47,1,32
203.9,96.1,568.2,5,26.5,1035.9,47,0,32
207.1,89.7,567.8,5,18.6,1045.5,47,0,32
210.6,91.0,568.1,5,18.5,1049.7,47,0,32
214.1,94.5,568.1,5,18.3,1055.0,47,0,32
217.2,87.7,567.9,5,17.5,1056.1,47,0,32
220.5,96.1,567.2,5,14.7,1056.9,47,1,32
223.6,105.0,567.4,5,21.0,1057.8,47,0,32
227.3,84.6,567.7,5,13.3,1058.4,47,0,32
230.6,94.0,568.3,5,12.9,1059.5,47,0,32
234.1,88.5,569.2,5,21.2,1047.2,47,0,32
237.8,92.4,569.4,5,12.8,1054.9,48,0,32
241.1,89.2,569.4,5,16.2,1048.8,47,0,32
244.7,96.8,568.8,5,20.3,1050.4,47,0,32
247.9,88.6,568.7,5,12.9,1049.9,47,0,32
251.4,94.1,570.0,5,23.5,1052.8,48,0,32
254.7,94.8,569.8,5,11.9,1048.7,47,0,32
258.1,99.1,569.9,5,22.7,1050.7,47,0,32
261.4,96.8,569.9,5,17.4,1053.2,47,0,32
264.8,98.1,569.9,5,27.3,1058.7,47,0,32
268.2,104.5,569.9,5,21.2,1060.2,47,0,32
271.6,126.5,570.0,5,24.0,1065.1,47,0,32
275.1,80.4,570.0,5,15.1,1066.1,47,0,32
278.3,16.5,570.5,5,1.0,1066.3,47,0,32
281.6,0.5,570.5,5,0.5,1066.2,47,0,32
