Method,Name,Error,Occurrences,First Seen,Last Seen
GET,/api/v1/qr/menu [mixed:pre-order],CatchResponseError('menu load failed: 0'),1,2026-08-13T09:24:26Z,2026-08-13T09:24:26Z
GET,/api/v1/qr/menu [isolation-control:b],CatchResponseError('menu load failed: 0'),1,2026-08-13T09:24:54Z,2026-08-13T09:24:54Z
