elapsed_s,backend_cpu_pct_total,backend_rss_mb_total,backend_process_count,postgres_total_cpu_pct,postgres_total_rss_mb,postgres_process_count,db_active_connections,db_total_connections
3.0,0.0,526.9,5,0.5,309.1,16,0,1
6.1,0.0,526.9,5,0.0,309.1,16,0,1
9.3,0.0,526.9,5,0.0,309.1,16,0,1
12.4,0.0,526.9,5,0.5,309.1,16,0,1
15.5,2.5,526.9,5,0.0,309.1,16,0,1
18.6,1.0,526.9,5,0.0,309.1,16,0,1
21.7,4.0,541.7,5,1.0,408.8,21,0,6
24.9,3.0,550.0,5,1.0,468.6,24,0,9
28.0,2.0,553.5,5,0.0,488.5,25,0,10
31.1,2.5,554.3,5,0.0,508.5,26,0,11
34.3,4.0,554.3,5,0.5,508.8,26,0,11
37.4,9.0,554.9,5,1.0,509.0,26,0,11
40.5,7.0,555.1,5,0.0,528.9,27,0,12
43.6,5.0,555.3,5,0.5,529.3,27,0,12
46.8,7.0,555.5,5,1.5,529.5,27,0,12
49.9,11.0,555.6,5,1.5,529.7,27,0,12
53.0,6.0,555.9,5,2.0,529.6,27,0,12
56.1,6.5,555.8,5,2.5,529.8,27,0,12
59.2,8.0,555.8,5,1.5,530.0,27,0,12
62.5,15.6,556.1,5,2.0,549.9,28,0,13
65.6,7.5,556.4,5,1.5,570.1,29,0,14
68.7,20.0,556.6,5,3.0,570.4,29,0,14
71.8,18.0,557.0,5,6.0,570.6,29,0,14
75.0,16.5,556.9,5,4.0,570.8,29,0,14
78.1,12.5,557.1,5,1.5,571.1,29,0,14
81.3,9.4,558.2,5,0.5,572.6,29,0,14
84.4,28.0,558.7,5,3.5,572.8,29,0,14
87.5,15.0,558.6,5,0.5,573.0,29,0,14
90.6,14.0,558.6,5,0.5,573.2,29,0,14
93.7,21.5,558.6,5,1.5,573.3,29,0,14
96.9,21.5,558.8,5,2.0,573.4,29,0,14
100.0,32.5,559.2,5,8.0,573.5,29,0,14
103.1,27.5,559.7,5,6.5,573.7,29,0,14
106.2,21.0,560.0,5,2.5,613.4,31,0,16
109.4,28.0,560.1,5,5.5,613.6,31,0,16
112.5,16.0,560.3,5,2.5,613.8,31,0,16
115.6,23.5,560.4,5,1.5,613.9,31,0,16
118.7,22.5,560.6,5,5.0,614.1,31,0,16
121.8,35.0,560.6,5,7.0,614.3,31,0,16
