elapsed_s,backend_cpu_pct_total,backend_rss_mb_total,backend_process_count,postgres_total_cpu_pct,postgres_total_rss_mb,postgres_process_count,db_active_connections,db_total_connections
3.0,0.5,517.7,5,0.0,352.8,18,0,3
6.1,0.5,517.7,5,0.5,352.7,18,0,3
9.2,0.0,517.6,5,0.0,352.7,18,0,3
12.4,7.0,519.3,5,2.5,418.1,21,0,6
15.5,12.0,526.0,5,3.0,462.6,23,0,8
18.7,11.5,527.4,5,4.0,466.2,23,0,8
21.8,13.5,529.1,5,4.0,549.5,27,0,12
24.9,15.0,529.4,5,5.5,554.0,27,0,12
28.1,15.4,530.3,5,5.5,555.9,27,0,12
31.2,22.0,530.2,5,5.0,559.3,27,0,12
34.4,19.0,530.7,5,8.0,583.1,28,0,13
37.5,17.5,531.4,5,9.5,587.2,28,0,13
40.7,26.9,531.9,5,9.0,589.1,28,0,13
43.8,31.5,532.5,5,11.0,612.2,29,0,14
47.0,25.0,532.6,5,9.0,614.2,29,0,14
50.2,33.4,532.6,5,7.5,616.5,29,0,14
53.3,39.5,532.6,5,6.5,618.6,29,0,14
56.4,34.8,532.7,5,7.5,620.0,29,0,14
59.6,36.8,533.3,5,9.0,621.0,29,1,14
62.7,44.7,533.3,5,10.0,621.8,29,0,14
65.8,47.0,533.7,5,12.5,622.4,29,0,14
69.0,46.1,534.2,5,11.5,622.9,29,0,14
72.1,51.5,534.6,5,12.5,622.9,29,0,14
75.3,56.3,534.7,5,12.2,623.6,29,0,14
78.5,54.6,534.7,5,10.5,624.2,29,0,14
81.6,48.1,534.8,5,14.5,625.0,29,0,14
84.8,62.1,534.9,5,19.5,626.4,29,0,14
87.9,58.5,535.1,5,18.0,627.9,29,0,14
91.0,57.1,535.1,5,16.0,629.6,29,0,14
94.2,65.5,535.2,5,17.5,630.3,29,0,14
97.3,71.5,535.5,5,14.0,652.1,30,1,15
100.5,68.1,535.8,5,14.5,674.4,31,0,16
103.6,76.5,536.0,5,15.5,676.3,31,0,16
106.7,78.7,536.5,5,22.0,677.2,31,0,16
109.9,76.5,537.7,5,18.5,698.7,32,0,17
113.0,81.6,537.7,5,13.5,699.6,32,1,17
116.2,85.5,538.0,5,21.8,721.6,33,0,18
119.4,90.9,537.6,5,17.0,722.3,33,0,18
122.5,87.1,537.8,5,18.0,721.9,33,1,18
125.6,86.5,537.7,5,17.0,723.3,33,1,18
128.8,88.5,538.1,5,20.0,722.9,33,0,18
132.0,99.0,538.3,5,21.7,745.2,34,0,19
135.1,105.0,538.6,5,27.0,770.3,35,0,20
138.2,95.6,538.8,5,22.5,772.4,35,0,20
141.4,98.0,538.8,5,24.0,774.8,35,0,20
144.5,93.6,539.0,5,21.5,778.9,35,0,20
147.6,103.5,539.0,5,25.5,780.3,35,0,20
150.8,106.0,539.2,5,25.0,781.3,35,0,20
153.9,120.2,539.1,5,31.0,783.8,35,0,20
157.0,115.9,539.5,5,30.0,785.4,35,0,20
160.2,111.4,540.1,5,28.0,785.8,35,0,20
163.4,126.1,540.5,5,25.0,786.0,35,0,20
166.5,126.5,540.6,5,27.5,786.5,35,0,20
169.7,118.9,540.7,5,28.5,784.3,35,0,20
172.8,150.5,541.3,5,22.5,779.2,35,0,20
175.9,120.5,541.2,5,35.5,780.6,35,0,20
179.0,117.5,541.1,5,24.5,780.0,35,1,20
182.2,131.3,540.9,5,29.2,781.2,35,1,20
185.4,139.8,541.1,5,30.5,782.0,35,0,20
188.5,128.0,541.2,5,33.0,782.5,35,0,20
191.6,142.5,542.1,5,35.5,790.5,36,0,20
194.8,149.5,542.1,5,35.8,776.7,35,1,20
198.0,146.5,542.2,5,31.0,780.0,35,0,20
201.1,152.5,542.3,5,36.0,782.5,35,0,20
204.2,149.7,542.2,5,28.0,781.2,35,0,20
207.3,182.0,542.6,5,37.0,781.8,35,0,20
210.5,140.8,542.8,5,33.0,784.3,35,0,20
213.6,174.5,542.9,5,40.0,781.6,35,0,20
216.7,183.9,543.5,5,33.5,782.3,35,1,20
219.9,172.0,544.4,5,44.5,783.8,35,0,20
223.0,149.9,544.2,5,40.0,784.3,35,0,20
226.1,171.5,544.3,5,32.0,784.0,35,0,21
229.3,184.2,546.4,5,35.0,782.1,35,2,20
232.4,174.0,546.5,5,36.0,783.0,35,0,20
235.5,186.4,546.5,5,44.0,784.7,35,0,20
238.7,167.0,546.2,5,36.0,779.4,35,0,20
241.8,219.2,546.4,5,51.0,780.8,35,0,20
244.9,197.0,546.6,5,50.0,779.8,35,0,20
248.0,179.5,546.6,5,35.5,781.8,35,0,20
251.1,190.0,546.7,5,45.0,781.2,35,0,20
254.3,203.0,546.6,5,44.5,782.9,35,0,20
257.4,200.0,546.7,5,44.5,787.2,35,0,20
260.5,197.0,547.0,5,44.5,789.4,35,0,20
263.7,219.6,547.2,5,47.3,785.0,35,0,20
266.8,219.9,547.6,5,38.0,771.9,35,1,20
269.9,217.6,547.7,5,52.0,769.4,35,0,20
273.1,223.0,547.8,5,43.5,770.9,35,0,20
276.2,235.5,547.6,5,54.0,773.4,35,0,20
279.3,238.0,547.9,5,53.5,774.4,35,0,20
282.4,230.0,548.0,5,52.5,767.9,35,0,20
285.6,300.5,549.4,5,35.5,780.5,37,1,22
288.8,261.0,549.7,5,39.7,734.9,35,1,20
292.0,253.5,549.7,5,46.0,734.7,35,0,20
295.1,287.0,550.6,5,40.0,842.4,41,0,22
298.2,310.5,550.8,5,43.0,730.7,35,0,20
301.3,235.0,550.8,5,57.5,735.8,35,0,20
304.4,312.0,553.2,5,48.5,1066.5,52,3,43
307.7,437.2,561.6,5,28.6,725.2,36,1,22
310.9,272.7,561.7,5,43.5,724.6,35,0,20
314.0,251.3,561.7,5,40.0,724.0,35,1,20
317.2,393.5,560.7,5,49.5,1254.9,60,0,45
320.3,453.6,562.4,5,37.9,1222.6,60,0,46
323.5,424.7,564.1,5,37.6,717.9,35,1,20
326.6,285.6,563.8,5,45.0,722.9,35,0,20
329.8,408.5,563.8,5,36.3,1109.6,55,2,38
333.1,412.8,565.2,5,44.4,723.2,35,0,20
336.2,345.4,565.2,5,28.5,739.8,36,1,22
339.4,371.4,565.8,5,33.7,719.1,35,0,20
342.5,288.8,564.1,5,51.0,723.3,35,2,20
345.7,432.0,564.7,5,50.2,1135.8,55,1,35
348.8,334.8,564.2,5,28.0,717.1,35,0,20
351.9,375.0,564.3,5,25.6,715.1,35,1,20
355.0,260.5,564.0,5,56.5,723.2,35,0,20
358.1,378.0,563.2,5,50.0,1139.3,56,0,37
361.3,334.5,563.2,5,23.0,715.6,35,1,20
364.4,289.0,563.1,5,55.5,721.1,35,1,20
367.5,242.5,563.4,5,40.0,723.4,35,0,20
370.7,0.0,563.4,5,0.5,723.4,35,0,20
373.8,0.5,563.4,5,0.0,723.4,35,0,20
377.0,1.5,563.4,5,0.0,723.4,35,0,20
380.2,0.0,563.4,5,1.0,723.4,35,0,20
