elapsed_s,backend_cpu_pct_total,backend_rss_mb_total,backend_process_count,postgres_total_cpu_pct,postgres_total_rss_mb,postgres_process_count,db_active_connections,db_total_connections
3.0,1.5,545.7,5,0.0,735.6,33,0,18
6.1,3.0,545.5,5,2.0,735.0,33,0,18
9.3,8.5,545.4,5,4.0,734.8,33,0,18
12.4,5.5,545.4,5,2.0,735.5,33,0,18
15.6,8.0,545.5,5,3.0,735.9,33,0,18
18.7,14.0,545.5,5,5.0,736.2,33,0,18
21.9,13.1,545.5,5,5.0,736.0,33,0,18
25.0,15.5,545.5,5,3.5,736.5,33,0,18
28.2,21.0,545.5,5,6.0,736.5,33,0,18
31.3,20.0,545.5,5,5.0,737.3,33,0,18
34.5,24.5,545.6,5,7.0,737.2,33,0,18
37.6,20.2,545.7,5,7.5,737.9,33,0,18
40.8,27.7,545.7,5,6.5,738.5,33,0,18
43.9,32.5,545.6,5,4.5,737.9,33,0,18
47.0,28.5,545.6,5,8.0,739.4,33,0,18
50.2,35.1,545.6,5,8.5,740.6,33,0,18
53.3,31.9,545.7,5,9.5,740.5,33,0,18
56.5,35.4,545.9,5,12.5,741.8,33,0,18
59.6,41.0,545.9,5,9.5,742.3,33,0,18
62.7,41.3,546.0,5,10.0,742.8,33,1,18
66.0,43.8,546.0,5,12.9,743.3,33,0,18
69.2,39.5,546.1,5,17.0,744.6,33,0,18
72.3,46.2,546.1,5,15.5,744.1,33,0,18
75.4,46.5,546.3,5,12.0,745.8,33,0,18
78.6,44.5,546.3,5,11.5,745.7,33,0,18
81.7,51.1,546.2,5,13.0,746.1,33,0,18
84.8,52.5,546.3,5,14.0,746.3,33,1,18
87.9,56.5,546.2,5,17.5,746.8,33,0,18
91.2,55.1,546.2,5,14.1,747.5,33,0,18
94.3,63.4,546.2,5,10.5,748.1,33,0,18
97.4,65.0,546.2,5,15.0,748.2,33,0,18
100.6,62.1,546.2,5,23.0,748.6,33,0,18
103.7,67.6,546.3,5,12.0,748.9,33,0,18
106.8,58.0,546.4,5,12.0,749.6,33,0,18
110.0,65.2,546.4,5,16.5,750.0,33,0,18
113.2,77.6,546.4,5,19.5,749.7,33,0,18
116.3,65.0,546.3,5,19.0,749.3,33,0,18
119.4,67.6,546.3,5,17.5,749.5,33,1,18
122.6,72.6,546.7,5,18.5,749.7,33,0,18
125.7,92.5,546.9,5,18.5,750.5,33,0,18
128.8,71.1,547.0,5,17.0,750.7,33,2,18
132.0,90.1,547.4,5,13.5,750.5,33,1,18
135.1,86.6,547.5,5,21.5,751.8,33,0,18
138.3,80.5,547.5,5,23.5,751.7,33,0,18
141.4,101.1,547.8,5,21.0,774.0,34,0,19
144.5,83.6,547.8,5,25.0,776.3,34,1,19
147.7,106.0,548.1,5,14.5,776.8,34,0,19
150.8,87.1,548.2,5,18.0,778.4,34,0,19
154.0,102.9,548.4,5,26.0,778.8,34,1,19
157.1,112.5,548.6,5,20.0,780.4,34,2,19
160.3,98.0,549.1,5,21.0,778.5,34,0,19
163.4,97.1,549.2,5,29.0,786.3,35,0,19
166.5,103.5,549.1,5,19.0,779.4,34,0,19
169.6,107.5,549.0,5,24.5,779.7,34,0,19
172.8,110.6,549.2,5,21.5,780.4,34,0,19
175.9,104.5,549.3,5,23.0,779.9,34,0,19
179.0,120.0,549.3,5,26.0,780.9,34,0,19
182.2,130.4,549.2,5,29.5,780.3,34,0,19
185.3,125.2,549.2,5,25.5,781.0,34,0,19
188.6,100.5,549.3,5,19.9,779.3,34,0,19
191.7,132.2,549.5,5,28.5,781.6,34,0,19
194.8,121.0,550.1,5,22.5,782.0,34,0,19
198.0,108.3,550.1,5,28.4,781.5,34,0,19
201.1,132.3,550.1,5,24.0,782.3,34,0,19
204.3,116.4,550.2,5,28.0,803.5,35,0,20
207.4,118.6,550.3,5,27.0,804.9,35,0,20
210.6,110.5,550.3,5,28.5,805.2,35,0,20
213.7,121.4,550.4,5,31.5,807.1,35,1,20
216.8,102.0,550.4,5,19.5,807.2,35,0,20
220.1,112.5,550.4,5,22.7,807.4,35,0,20
223.2,106.0,550.4,5,21.5,806.0,35,1,20
226.4,116.0,550.5,5,27.5,808.4,35,0,20
229.5,109.9,550.7,5,23.5,806.5,35,0,20
232.6,114.0,550.8,5,26.0,807.6,35,0,20
235.8,121.5,550.8,5,29.0,807.5,35,1,20
238.9,110.5,551.0,5,25.5,806.4,35,0,20
242.0,141.9,551.1,5,26.0,807.7,35,0,20
245.2,117.1,551.1,5,24.5,807.9,35,0,20
248.3,99.6,551.1,5,23.0,808.2,35,0,20
251.4,112.0,551.2,5,26.0,809.2,35,0,20
254.6,119.3,551.1,5,29.0,810.4,35,0,20
257.7,130.2,551.2,5,29.0,810.8,35,0,20
260.8,107.0,551.2,5,26.0,811.7,35,1,20
264.0,121.0,551.3,5,37.0,810.8,35,0,20
267.1,107.0,551.3,5,26.5,810.4,35,0,20
270.3,116.0,551.3,5,21.0,811.0,35,0,20
273.4,76.5,551.7,5,13.0,813.3,35,0,20
276.6,0.5,551.7,5,0.0,813.3,35,0,20
279.7,0.0,551.7,5,0.0,813.3,35,0,20
282.8,1.5,551.7,5,0.5,813.3,35,0,20
