elapsed_s,backend_cpu_pct_total,backend_rss_mb_total,backend_process_count,postgres_total_cpu_pct,postgres_total_rss_mb,postgres_process_count,db_active_connections,db_total_connections
3.0,1.0,577.3,5,0.0,721.9,35,0,20
6.2,0.0,577.3,5,0.5,721.7,35,0,20
9.3,4.5,571.5,5,2.5,721.0,35,0,20
12.5,9.0,571.7,5,2.0,721.2,35,0,20
15.6,11.5,571.8,5,5.0,724.7,35,0,20
18.8,19.0,571.8,5,4.0,726.6,35,0,20
21.9,17.5,571.7,5,6.0,728.2,35,1,20
25.1,18.5,571.7,5,6.5,731.0,35,0,20
28.2,27.5,571.7,5,10.5,735.4,35,0,20
31.3,21.0,571.8,5,8.0,741.6,35,2,20
34.5,25.2,571.9,5,6.0,744.6,35,0,20
37.7,40.7,571.8,5,5.0,746.3,35,0,20
40.8,33.6,571.7,5,6.0,749.8,35,0,20
43.9,30.5,571.7,5,10.0,753.4,35,0,20
47.1,38.1,571.7,5,13.5,757.7,35,0,20
50.3,41.0,571.7,5,10.5,759.7,35,0,20
53.4,33.9,571.7,5,9.0,761.1,35,0,20
56.6,41.7,571.7,5,8.5,761.9,35,0,20
59.7,42.2,571.8,5,15.5,764.6,35,0,20
62.8,48.6,571.9,5,11.0,765.6,35,0,20
66.0,38.7,571.9,5,8.0,766.2,35,0,20
69.1,42.2,572.0,5,9.5,766.5,35,0,20
72.3,54.7,572.0,5,18.0,767.1,35,1,20
75.4,50.0,572.0,5,15.5,767.8,35,0,20
78.5,61.3,571.9,5,16.5,789.9,36,0,20
81.7,69.1,571.9,5,15.5,770.4,35,0,20
84.9,65.6,571.9,5,11.0,772.1,35,1,20
88.0,60.9,571.9,5,14.0,773.5,35,1,20
91.1,68.1,571.9,5,19.5,775.2,35,0,20
94.3,84.5,572.0,5,18.5,777.1,35,0,20
97.4,69.1,571.9,5,20.0,777.7,35,0,20
100.5,87.0,571.9,5,9.0,778.4,35,0,20
103.7,70.1,571.9,5,19.0,778.6,35,0,20
106.8,83.6,572.0,5,16.5,778.9,35,0,20
110.0,80.1,572.1,5,15.0,778.9,35,0,20
113.1,66.6,572.1,5,22.0,779.8,35,0,20
116.2,84.5,572.0,5,22.5,780.2,35,0,20
119.4,82.6,572.0,5,22.5,780.9,35,0,20
122.5,106.5,572.2,5,30.0,780.7,35,0,20
125.6,94.5,572.2,5,29.0,781.5,35,0,20
128.9,98.6,572.2,5,26.9,780.8,35,0,20
132.0,95.1,572.2,5,29.5,781.8,35,0,20
135.2,92.5,572.0,5,24.5,782.2,35,1,20
138.5,100.5,572.1,5,26.1,802.0,36,0,20
141.6,122.8,572.1,5,23.0,785.0,35,0,20
144.8,98.0,572.2,5,31.5,787.8,35,0,20
147.9,112.0,572.1,5,22.0,789.0,35,0,20
151.0,128.9,572.0,5,21.0,789.6,35,1,20
154.2,107.0,572.0,5,23.5,790.4,35,0,20
157.3,122.4,572.2,5,26.0,790.9,35,0,20
160.4,115.5,572.4,5,31.0,791.0,35,0,20
