Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/v1/qr/menu [isolation-control:b],2784,233,2100,10532.303858081883,17.941000005521346,177543.18699999567,16367.910201149425,7.749644088354811,0.6485873105555571,2100,2100,2100,2100,5700,90000,146000,158000,176000,178000,178000
GET,/api/v1/qr/menu [mixed:browse],1991,118,2100,7995.573769211446,17.624100000830367,175815.1979000031,16798.774987443496,5.542220323245124,0.32846911006676277,2100,2100,2100,2100,2200,61000,137000,156000,176000,176000,176000
GET,/api/v1/qr/menu [mixed:poll-fallback],562,30,2100,7486.228587722085,18.097000000125263,177563.0325999955,16903.822064056938,1.5644037276061076,0.08350909577968546,2100,2100,2100,2100,2200,60000,145000,158000,178000,178000,178000
GET,/api/v1/qr/menu [mixed:pre-order],692,41,2100,7023.988133381435,18.362299997534137,211637.56550000107,16799.09971098266,1.9262764759847444,0.11412909756557012,2100,2100,2100,2100,2300,34000,118000,147000,212000,212000,212000
POST,/api/v1/qr/orders [mixed:POST],689,46,18,516.325715529599,3.6340000006021,152935.06059999345,429.6879535558781,1.917925566406776,0.1280472801955177,18,24,33,48,83,150,1700,5000,153000,153000,153000
GET,/api/v1/qr/orders/{id} [mixed:poll],468,30,2000,7347.5632235041785,4.952499999490101,174424.86089999875,878.6645299145299,1.302741894163093,0.08350909577968546,2000,2000,2100,2100,2100,36000,137000,174000,174000,174000,174000
,Aggregated,7186,498,2100,8085.637291483371,3.6340000006021,211637.56550000107,14033.790425828,20.003212075760654,1.3862509899427786,2100,2100,2100,2100,2300,62000,137000,156000,175000,212000,212000
