Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/v1/qr/menu [isolation-control:b],25717,7,2000,1483.6638573044625,1.2533999979496002,3063.4834000084084,17856.138352062837,56.00536853192325,0.015244296757921327,2000,2100,2100,2100,2100,2100,2100,2100,2200,2300,3100
GET,/api/v1/qr/menu [mixed:browse],18520,3,2000,1046.7378543358293,0.5643000040436164,3063.5134000040125,17852.923002159827,40.332053708100425,0.00653327003910914,2000,2000,2100,2100,2100,2100,2100,2100,2200,2400,3100
GET,/api/v1/qr/menu [mixed:poll-fallback],5138,0,2000,1068.3478289996947,5.076100002042949,3051.894700009143,17855.81821720514,11.189313820314254,0.0,2000,2000,2100,2100,2100,2100,2100,2100,2200,3100,3100
GET,/api/v1/qr/menu [mixed:pre-order],6229,2,2000,1072.1614272756228,5.516600009286776,2329.1182999964803,17850.07737999679,13.565246357870278,0.0043555133594060935,2000,2000,2100,2100,2100,2100,2100,2100,2200,2300,2300
POST,/api/v1/qr/orders [mixed:POST],6229,0,7,10.336109327323864,3.060199989704415,2058.9103999955114,136.275646171135,13.565246357870278,0.0,7,9,10,12,18,24,32,40,92,2100,2100
GET,/api/v1/qr/orders/{id} [mixed:poll],3969,0,2000,1038.5466117661056,4.1846999956760556,2266.5180999902077,911.6545729402873,8.643516261741393,0.0,2000,2000,2100,2100,2100,2100,2100,2100,2200,2300,2300
,Aggregated,65802,12,2000,1122.9903085559536,0.5643000040436164,3063.5134000040125,15155.177471809367,143.3007450378199,0.02613308015643656,2000,2000,2100,2100,2100,2100,2100,2100,2200,2300,3100
