elapsed_s,backend_cpu_pct_total,backend_rss_mb_total,backend_process_count,postgres_total_cpu_pct,postgres_total_rss_mb,postgres_process_count,db_active_connections,db_total_connections
3.0,0.5,581.3,5,0.0,779.0,35,0,20
6.1,2.5,579.6,5,2.0,779.9,35,0,20
9.3,2.9,579.9,5,2.5,782.0,35,0,20
12.5,3.5,579.9,5,0.5,783.7,35,0,20
15.6,5.5,580.1,5,1.0,785.6,35,0,20
18.7,3.5,579.9,5,2.0,786.5,35,0,20
21.9,8.4,580.1,5,1.5,787.0,35,0,20
25.0,10.0,580.0,5,0.5,787.4,35,0,20
28.1,5.5,579.9,5,2.0,787.7,35,0,20
31.2,9.5,580.0,5,3.0,789.9,35,0,20
34.4,12.0,580.1,5,4.5,790.4,35,0,20
37.5,12.5,580.1,5,2.0,790.7,35,0,20
40.6,8.0,580.2,5,1.5,791.3,35,0,20
43.7,15.5,580.1,5,6.5,795.5,35,0,20
46.9,21.5,580.1,5,3.5,796.7,35,0,20
50.0,18.3,580.2,5,2.5,797.8,35,0,20
53.1,13.0,580.3,5,2.5,798.6,35,0,20
56.2,19.0,580.3,5,4.0,799.1,35,0,20
59.4,10.0,580.3,5,1.5,799.2,35,0,20
62.5,19.0,580.3,5,3.5,799.2,35,0,20
65.6,15.5,580.2,5,3.5,799.6,35,0,20
68.7,27.5,580.1,5,2.5,799.9,35,0,20
71.9,18.5,580.1,5,0.5,800.5,35,0,20
75.0,25.0,580.1,5,5.5,801.7,35,0,20
78.1,30.0,580.1,5,3.0,803.1,35,0,20
81.2,19.0,580.2,5,3.0,804.6,35,0,20
84.3,31.5,580.3,5,4.5,805.4,35,0,20
87.4,30.0,580.3,5,6.5,806.4,35,0,20
90.6,26.0,580.3,5,6.0,806.7,35,0,20
93.7,27.0,580.4,5,5.0,807.1,35,0,20
96.8,29.5,580.4,5,4.5,807.7,35,0,20
100.1,33.6,580.4,5,4.9,808.3,35,0,20
103.3,33.6,580.2,5,6.5,808.9,35,0,20
106.4,35.0,580.1,5,7.0,809.1,35,0,20
109.5,32.5,580.3,5,5.0,809.1,35,0,20
112.6,37.2,580.3,5,6.0,809.3,35,0,20
115.7,26.6,580.2,5,4.0,809.5,35,0,20
119.0,44.9,580.2,5,8.0,809.7,35,0,20
122.1,37.2,580.2,5,6.0,809.8,35,0,20
125.2,45.4,580.1,5,9.0,810.2,35,0,20
128.3,39.1,580.2,5,6.5,810.7,35,0,20
131.4,49.3,580.1,5,10.5,811.5,35,0,20
134.6,48.5,580.3,5,11.0,813.9,35,0,20
137.7,35.0,580.2,5,6.5,814.5,35,0,20
140.8,46.3,580.3,5,7.5,815.2,35,0,20
144.0,50.7,580.3,5,8.5,816.1,35,0,20
147.1,49.0,580.2,5,7.5,816.4,35,0,20
150.2,56.9,580.2,5,8.0,816.9,35,0,20
153.3,49.0,580.2,5,10.5,817.1,35,0,20
156.4,44.2,580.3,5,10.0,817.0,35,0,20
159.5,57.0,580.6,5,9.5,812.4,35,0,20
162.7,42.5,580.6,5,9.0,813.8,35,0,20
165.8,52.6,580.6,5,8.0,814.0,35,0,20
169.0,57.0,580.5,5,5.5,814.3,35,0,20
172.1,63.7,580.4,5,8.0,814.4,35,0,20
175.3,69.0,580.4,5,9.4,814.7,35,0,20
178.4,68.0,580.4,5,6.5,814.8,35,0,20
181.6,60.3,580.3,5,9.5,814.9,35,0,20
184.7,60.0,580.4,5,8.5,815.7,35,0,20
187.8,70.4,580.3,5,10.0,817.9,35,0,20
