elapsed_s,backend_cpu_pct_total,backend_rss_mb_total,backend_process_count,postgres_total_cpu_pct,postgres_total_rss_mb,postgres_process_count,db_active_connections,db_total_connections
3.0,0.0,527.7,5,0.0,295.0,15,0,0
6.3,13.7,547.4,5,1.9,415.6,21,0,6
9.5,5.3,548.8,5,3.3,477.6,24,0,9
12.7,8.5,550.3,5,5.0,562.9,28,0,13
15.8,7.5,552.3,5,3.0,607.9,30,0,15
18.8,8.0,553.1,5,1.5,612.9,30,0,15
22.0,13.1,553.7,5,3.0,615.8,30,0,15
25.0,17.2,553.9,5,6.0,624.2,30,0,15
28.1,13.1,554.5,5,5.5,627.6,30,0,15
31.2,9.5,554.7,5,5.5,672.8,32,0,17
34.3,15.0,554.9,5,4.5,677.1,32,0,17
37.4,20.3,555.4,5,3.5,679.0,32,0,17
40.5,13.5,555.4,5,6.5,681.2,32,0,17
43.6,16.5,555.6,5,4.5,683.0,32,0,17
46.7,21.8,555.9,5,3.5,684.4,32,1,17
49.8,25.5,556.1,5,6.5,685.5,32,0,17
52.9,23.8,555.8,5,1.5,686.8,32,0,17
56.1,28.1,555.8,5,8.5,688.1,32,0,17
59.2,25.0,555.9,5,6.0,688.1,32,0,17
62.3,20.0,556.5,5,3.0,688.7,32,0,17
65.4,37.5,558.2,5,6.0,691.1,32,0,17
68.5,34.0,558.8,5,7.0,691.3,32,0,17
71.7,26.7,559.1,5,5.5,693.3,32,0,17
74.8,40.8,559.3,5,7.5,695.0,32,0,17
77.9,47.0,559.6,5,13.0,697.1,32,0,17
81.1,49.0,559.8,5,6.0,698.8,32,0,17
84.2,42.5,560.0,5,13.0,700.6,32,0,17
87.3,50.0,560.0,5,16.5,702.8,32,0,17
90.4,47.2,560.0,5,9.5,703.5,32,0,17
93.6,57.3,560.3,5,11.9,704.4,32,0,17
96.7,59.0,560.2,5,12.0,705.3,32,0,17
99.8,60.9,560.4,5,10.5,706.1,32,0,17
103.0,57.1,560.4,5,8.5,706.2,32,0,17
106.1,63.9,560.6,5,15.0,706.7,32,0,17
109.2,63.2,560.9,5,7.0,727.9,33,0,18
112.3,58.4,561.2,5,12.5,728.3,33,0,18
115.4,54.8,561.2,5,8.5,728.9,33,0,18
118.6,57.0,561.2,5,6.5,729.2,33,0,18
121.7,74.5,561.2,5,8.0,729.6,33,0,18
124.8,115.0,562.1,5,19.0,728.9,33,0,18
128.3,99.5,564.2,5,20.2,739.3,34,0,19
131.4,137.5,564.5,5,20.5,749.7,36,1,19
134.9,180.3,564.9,5,33.8,750.7,35,1,20
138.5,140.6,564.5,5,27.8,778.7,37,0,20
142.2,92.7,564.3,5,26.8,753.2,35,0,20
145.5,145.1,565.3,5,31.9,773.8,37,0,21
151.8,127.1,577.3,5,27.1,879.9,42,0,27
155.4,76.8,579.7,5,23.5,878.0,42,0,27
158.5,94.9,580.8,5,15.5,875.6,42,0,27
161.7,77.5,582.1,5,15.5,877.0,42,0,27
165.0,99.9,580.8,5,15.1,877.4,42,0,27
168.2,66.4,581.8,5,10.0,877.8,42,0,27
171.4,65.8,582.8,5,10.5,877.9,42,0,27
174.7,65.7,583.7,5,16.0,878.1,42,0,27
178.0,85.6,583.5,5,15.1,878.0,42,0,27
181.3,72.2,583.5,5,10.6,878.0,42,0,27
184.6,80.9,583.7,5,16.4,878.5,42,1,27
187.8,99.6,583.9,5,26.5,882.1,42,0,27
191.0,96.7,583.9,5,16.5,882.5,42,0,27
194.3,84.9,583.9,5,21.9,882.9,42,0,27
198.0,121.2,584.2,5,25.7,890.2,42,2,28
201.5,130.8,584.2,5,33.3,895.2,42,0,27
205.0,147.2,584.2,5,33.3,897.3,42,0,27
208.6,139.0,586.0,5,29.7,929.2,45,1,27
213.5,105.1,586.0,5,23.0,872.9,42,0,27
216.6,110.0,586.0,5,17.0,873.8,42,0,27
219.9,128.0,584.3,5,20.1,875.4,42,1,27
223.4,139.3,584.6,5,23.6,873.1,43,0,27
227.1,120.0,584.6,5,23.2,863.4,42,0,27
230.6,103.6,585.2,5,23.8,898.9,44,0,27
234.3,155.3,587.1,5,32.6,870.3,44,0,27
238.4,148.8,587.1,5,36.4,882.1,44,0,27
242.6,111.9,587.0,5,26.8,871.2,44,0,27
246.5,137.6,586.1,5,36.2,910.5,45,0,27
252.6,157.3,590.4,5,30.3,875.0,44,0,27
257.1,139.2,590.6,5,26.5,853.2,42,0,27
260.5,168.4,590.3,5,39.2,907.8,45,1,27
266.5,157.5,591.1,5,37.2,894.3,44,0,27
272.0,161.2,590.8,5,29.9,921.0,46,0,27
278.0,143.4,590.8,5,27.7,892.5,45,-1,-1
288.4,146.8,593.8,5,23.9,985.7,49,0,27
293.5,155.5,596.2,5,35.5,916.0,46,0,27
299.2,152.8,595.6,5,31.2,878.2,44,0,34
304.7,124.0,598.0,5,23.9,987.7,49,0,34
308.3,110.3,601.3,5,20.1,1015.3,51,0,35
312.1,115.0,601.3,5,17.5,991.2,49,0,34
315.4,101.4,602.6,5,25.3,990.5,49,0,34
318.6,92.2,603.3,5,17.2,998.2,49,1,34
322.0,102.4,604.6,5,17.8,994.6,49,0,34
325.3,110.9,603.9,5,24.6,1008.6,49,0,34
328.6,98.6,604.0,5,16.3,1011.2,49,0,34
331.9,97.1,603.8,5,13.6,1011.5,49,0,34
335.0,87.2,603.9,5,15.0,1012.5,49,0,34
338.3,111.1,603.9,5,20.6,1009.7,49,0,34
341.5,127.3,604.1,5,18.3,1003.7,49,0,34
344.8,123.7,604.1,5,18.4,1004.0,49,0,34
348.1,110.1,604.6,5,23.9,991.2,49,0,34
351.3,124.9,604.6,5,18.7,1010.7,50,2,34
354.7,143.9,605.1,5,20.2,985.5,49,0,34
358.0,139.6,604.7,5,28.5,990.1,49,0,34
361.3,132.6,604.7,5,25.8,990.3,49,0,34
