elapsed_s,backend_cpu_pct,backend_rss_mb,postgres_total_cpu_pct,postgres_total_rss_mb,postgres_process_count,db_active_connections,db_total_connections
3.0,0.5,124.9,0.0,380.1,20,0,5
6.1,0.0,124.9,0.5,380.1,20,0,5
9.3,1.0,124.9,1.0,380.1,20,0,5
12.4,0.0,124.9,0.5,380.1,20,0,5
15.6,0.0,124.9,0.0,380.1,20,0,5
18.7,0.5,124.9,0.0,380.1,20,0,5
21.8,0.0,124.9,0.5,380.1,20,0,5
24.9,0.0,124.9,0.0,380.1,20,0,5
28.1,0.0,124.9,0.0,380.1,20,0,5
31.3,0.5,124.9,0.0,380.1,20,0,5
34.4,0.0,124.9,0.5,380.1,20,0,5
37.6,0.0,124.9,0.5,380.1,20,0,5
40.8,4.3,124.9,1.0,380.2,20,0,5
43.9,4.0,124.9,3.0,380.3,20,0,5
47.1,5.0,125.0,4.5,381.2,20,0,5
50.2,9.5,125.5,2.5,383.1,20,0,5
53.3,9.5,126.5,1.5,383.1,20,0,5
56.6,8.3,127.2,2.0,383.3,20,0,5
59.7,18.7,127.8,2.0,383.4,20,0,5
62.9,17.9,128.0,2.5,383.8,20,0,5
66.0,13.5,128.0,5.5,384.3,20,0,5
69.1,14.9,128.4,3.5,384.3,20,0,5
72.4,17.4,128.6,4.8,384.5,20,0,5
75.5,20.0,128.6,4.5,385.3,20,0,5
78.6,21.0,129.3,5.5,385.4,20,0,5
81.8,25.4,129.5,3.0,386.0,20,0,5
84.9,20.0,129.6,5.5,386.9,20,0,5
88.0,35.5,130.2,6.5,387.3,20,0,5
91.1,35.0,130.3,9.0,403.2,21,0,5
94.3,101.5,136.0,28.2,705.3,36,0,21
97.5,100.9,138.5,25.8,802.8,41,0,27
100.7,97.6,141.2,25.3,896.7,45,0,30
104.0,100.9,142.7,25.7,900.6,45,0,30
107.2,104.4,142.9,25.2,903.5,45,0,30
110.4,97.6,144.0,19.5,906.2,45,0,30
113.7,95.6,144.2,26.8,907.8,45,1,30
116.9,94.2,144.8,20.8,911.2,45,0,30
120.1,102.4,145.6,24.0,913.3,45,0,30
123.5,111.8,145.8,25.8,914.0,45,0,30
126.8,99.5,146.5,15.8,914.3,45,0,30
130.0,95.6,146.9,22.4,914.9,45,0,30
133.2,97.6,147.3,28.7,914.9,45,0,30
136.4,99.0,147.7,26.3,915.7,45,0,30
139.7,95.6,147.8,24.9,916.4,45,0,30
142.9,91.2,147.8,21.0,916.7,45,0,30
146.1,95.6,147.6,17.4,917.2,45,1,30
149.3,97.1,147.9,25.2,917.1,45,0,30
152.5,93.2,148.6,7.0,487.7,25,0,10
155.6,29.8,148.6,7.0,488.0,25,0,10
158.8,30.1,146.2,6.0,488.1,25,1,10
161.9,56.2,145.0,9.5,490.9,25,0,10
165.1,46.5,145.9,10.5,492.8,25,0,10
168.3,48.3,146.2,8.8,496.1,25,0,10
171.4,49.7,146.2,9.0,496.6,25,0,10
174.5,54.3,146.0,14.0,497.9,25,0,10
177.7,50.2,146.0,8.5,498.5,25,0,10
180.8,43.5,146.2,11.0,498.4,25,0,10
183.9,46.0,146.2,9.0,498.5,25,0,10
187.1,54.9,146.1,10.9,498.6,25,0,10
190.2,49.3,146.1,11.5,498.8,25,0,10
