Method,Name,Error,Occurrences,First Seen,Last Seen
GET,/api/v1/qr/menu [mixed:pre-order],CatchResponseError('menu load failed: 0'),2,2026-08-13T08:49:35Z,2026-08-13T08:53:15Z
GET,/api/v1/qr/menu [isolation-control:b],CatchResponseError('menu load failed: 0'),16,2026-08-13T08:48:18Z,2026-08-13T08:53:15Z
GET,/api/v1/qr/menu [mixed:browse],CatchResponseError('menu load failed: 0'),16,2026-08-13T08:50:35Z,2026-08-13T08:53:17Z
GET,/api/v1/qr/orders/{id} [mixed:poll],CatchResponseError('status poll failed: 0'),3,2026-08-13T08:50:58Z,2026-08-13T08:52:16Z
GET,/api/v1/qr/menu [mixed:poll-fallback],CatchResponseError('menu load failed: 0'),2,2026-08-13T08:52:12Z,2026-08-13T08:52:40Z
