elapsed_s,backend_cpu_pct_total,backend_rss_mb_total,backend_process_count,postgres_total_cpu_pct,postgres_total_rss_mb,postgres_process_count,db_active_connections,db_total_connections
3.0,0.0,500.8,5,0.0,282.1,15,0,0
6.1,0.0,500.8,5,0.0,282.0,15,0,0
9.3,0.0,500.8,5,0.5,282.0,15,0,0
12.4,2.5,500.8,5,0.5,282.0,15,0,0
15.5,0.0,500.8,5,0.0,282.0,15,0,0
18.6,2.5,500.8,5,1.0,282.0,15,0,0
21.7,0.5,500.8,5,0.0,282.0,15,0,0
24.8,1.0,500.8,5,0.0,281.9,15,0,0
28.0,0.0,500.8,5,1.0,291.8,16,0,0
31.1,0.5,500.8,5,0.5,281.9,15,0,0
34.4,0.5,500.8,5,0.5,281.9,15,0,0
37.5,13.5,522.7,5,1.0,385.4,20,0,5
40.7,5.0,523.1,5,1.5,385.9,20,0,5
43.8,8.5,523.9,5,2.5,408.4,21,0,6
47.0,16.0,525.3,5,2.0,411.7,21,0,6
50.2,9.0,526.3,5,4.5,434.1,22,1,7
53.3,19.0,527.6,5,4.5,436.2,22,0,7
56.4,11.0,527.9,5,3.0,445.4,23,1,8
59.5,18.0,528.4,5,6.0,480.7,24,0,9
62.6,14.0,529.0,5,5.0,481.2,24,0,9
65.8,13.5,529.1,5,5.0,481.5,24,0,9
68.9,23.0,529.8,5,4.0,483.3,24,0,10
72.1,28.5,531.0,5,6.0,504.9,25,0,10
75.2,24.0,531.1,5,7.0,506.7,25,0,10
78.3,32.4,531.6,5,5.5,508.5,25,0,10
81.5,28.0,531.6,5,6.5,509.4,25,0,10
84.6,33.5,531.6,5,9.0,510.1,25,0,10
87.7,36.7,531.6,5,6.0,510.7,25,0,10
90.8,30.0,531.6,5,8.5,510.9,25,0,10
94.0,39.3,531.6,5,8.5,512.7,25,0,10
97.1,40.2,531.6,5,10.0,513.9,25,0,10
100.3,38.8,531.7,5,13.7,535.5,26,0,10
103.4,41.7,531.7,5,9.0,515.3,25,0,10
106.5,36.6,532.1,5,10.0,515.4,25,0,10
109.6,45.5,532.3,5,13.0,515.7,25,0,10
112.8,38.4,532.3,5,9.5,515.8,25,0,10
115.9,42.0,532.3,5,14.0,516.0,25,0,10
119.0,56.0,532.3,5,16.0,516.9,25,0,10
122.1,51.0,532.3,5,11.5,516.9,25,1,10
125.3,51.5,532.8,5,15.5,538.0,26,0,11
128.4,56.6,532.9,5,9.5,539.8,26,1,11
131.6,62.5,533.0,5,18.5,563.4,27,0,12
134.7,48.5,533.2,5,16.0,563.8,27,0,12
137.8,53.2,533.3,5,11.0,563.4,27,0,12
141.0,56.6,534.1,5,11.5,564.3,27,0,12
144.1,56.4,534.7,5,14.5,564.5,27,0,12
147.3,47.4,534.9,5,12.7,564.5,27,0,12
150.5,61.0,534.9,5,11.5,564.8,27,0,12
153.6,64.0,535.1,5,17.0,564.6,27,0,12
156.7,58.1,535.1,5,14.0,585.3,28,0,13
159.8,52.1,535.2,5,15.0,586.9,28,0,13
163.0,56.0,535.2,5,17.0,586.2,28,0,14
166.3,67.1,535.3,5,14.5,609.4,29,0,14
169.4,68.1,535.3,5,10.5,609.9,29,0,14
172.5,67.6,535.4,5,13.5,610.1,29,0,14
175.6,58.5,535.4,5,12.0,610.8,29,0,14
178.8,64.5,535.6,5,21.5,613.4,29,0,14
181.9,62.1,535.9,5,16.5,657.2,31,0,16
185.2,56.5,535.9,5,15.3,660.6,31,0,16
188.4,65.0,535.9,5,11.7,662.1,31,0,16
191.5,60.9,535.9,5,7.5,662.1,31,0,16
194.6,65.0,536.1,5,13.5,662.5,31,0,16
197.8,55.1,536.2,5,15.0,664.4,31,0,16
200.9,62.1,536.1,5,11.0,664.2,31,0,16
204.1,60.3,536.4,5,16.5,663.7,31,0,16
207.2,45.3,536.3,5,8.0,664.1,31,0,16
210.4,56.5,536.4,5,10.5,664.5,31,0,16
213.5,65.6,536.4,5,13.5,664.7,31,0,16
216.6,57.0,536.3,5,17.0,664.5,31,0,16
219.8,57.1,536.6,5,11.0,705.5,33,0,18
222.9,58.5,536.6,5,16.5,707.1,33,0,18
