Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/v1/qr/menu [isolation-control:b],2139,51,2100,3633.049725479175,6.936900001164759,91579.24620000267,17435.57363253857,8.642513573936162,0.20606273598445268,2100,2200,2600,3100,3300,3600,33000,89000,92000,92000,92000
GET,/api/v1/qr/menu [mixed:browse],1505,30,2100,2695.5171406644495,17.55109999794513,91469.71259999918,17500.200664451826,6.080870934443162,0.12121337410850157,2100,2100,2200,2400,3300,3500,31000,62000,91000,91000,91000
GET,/api/v1/qr/menu [mixed:poll-fallback],572,11,2100,3266.5108996503122,18.4248999976262,91124.28879999788,17512.865384615383,2.3111349996687633,0.04444490383978391,2100,2100,2200,2800,3300,3600,33000,89000,91000,91000,91000
GET,/api/v1/qr/menu [mixed:pre-order],491,9,2100,2192.5328566191215,14.277500002208399,62079.1121000002,17528.73319755601,1.9838588895758091,0.03636401223255047,2100,2100,2100,2300,3200,3400,4200,33000,62000,62000,62000
POST,/api/v1/qr/orders [mixed:POST],483,6,27,875.9100457556722,0.6783999997423962,59982.23300000245,162.19461697722568,1.9515353231468753,0.024242674821700314,27,81,800,910,1100,1400,2100,31000,60000,60000,60000
GET,/api/v1/qr/orders/{id} [mixed:poll],169,4,1400,2503.825311242686,5.159500000445405,91374.3085999995,876.8343195266273,0.6828353408112255,0.016161783214466877,1400,2100,2100,2100,2900,3100,3400,89000,91000,91000,91000
,Aggregated,5359,111,2100,2914.5429289792723,0.6783999997423962,91579.24620000267,15391.488337376377,21.652749061581996,0.44848948420145585,2100,2100,2200,2600,3300,3500,31000,62000,91000,92000,92000
