elapsed_s,backend_cpu_pct_total,backend_rss_mb_total,backend_process_count,postgres_total_cpu_pct,postgres_total_rss_mb,postgres_process_count,db_active_connections,db_total_connections
3.0,2.0,551.7,5,0.0,813.9,35,0,20
6.1,4.5,551.3,5,1.5,813.8,35,0,20
9.3,7.5,551.1,5,3.0,812.6,35,0,20
12.4,9.5,551.3,5,3.0,813.5,35,0,20
15.6,10.0,551.2,5,4.0,813.9,35,0,20
18.7,20.3,551.3,5,3.5,813.8,35,0,20
21.9,16.6,551.2,5,4.0,813.7,35,0,20
25.1,17.9,551.4,5,6.5,814.2,35,0,20
28.2,21.0,551.4,5,6.0,814.2,35,0,20
31.4,23.0,551.4,5,9.5,815.0,35,0,20
34.5,23.5,551.4,5,8.5,813.9,35,0,20
37.7,24.5,551.3,5,9.0,815.5,35,0,20
40.8,33.1,551.4,5,9.5,816.1,35,0,20
44.0,32.0,551.4,5,14.0,816.3,35,0,20
47.1,29.5,551.4,5,11.5,816.8,35,0,20
50.2,50.5,551.5,5,16.0,816.7,35,0,20
53.4,47.6,551.5,5,12.5,816.9,35,0,20
56.5,40.5,551.5,5,11.5,818.2,35,0,20
59.6,47.7,551.7,5,14.0,816.6,35,0,20
62.9,56.2,551.7,5,14.8,818.1,35,0,20
66.2,47.5,551.7,5,8.5,817.0,35,0,20
69.3,59.4,551.6,5,14.0,818.1,35,0,20
72.5,77.3,551.9,5,18.5,817.1,35,1,20
75.6,66.0,552.0,5,16.5,818.0,35,1,20
78.8,65.3,552.0,5,18.0,818.8,35,0,20
81.9,79.5,552.0,5,12.5,818.8,35,0,20
85.0,82.5,551.8,5,16.0,819.5,35,0,20
88.2,99.1,551.8,5,16.5,819.9,35,0,20
91.3,85.4,552.0,5,21.0,820.9,35,0,20
94.4,92.4,552.0,5,23.5,819.9,35,0,20
97.5,87.5,552.0,5,26.5,820.8,35,0,20
100.6,89.5,552.0,5,18.0,820.6,35,0,20
103.8,106.0,551.9,5,31.0,822.1,35,0,20
106.9,104.9,552.0,5,20.0,821.2,35,0,20
110.1,103.5,552.0,5,23.3,820.9,35,1,20
113.2,90.5,552.1,5,25.0,821.6,35,0,20
116.4,95.1,552.2,5,25.5,821.5,35,0,20
119.5,87.0,552.1,5,20.0,822.2,35,0,20
122.8,99.0,552.1,5,21.3,821.6,35,0,20
125.9,91.1,551.9,5,20.5,821.6,35,0,20
129.0,103.0,551.9,5,22.5,821.5,35,1,20
132.2,104.6,552.1,5,17.0,822.3,35,0,20
135.3,113.5,552.2,5,32.0,823.4,35,0,20
138.4,113.5,552.4,5,26.0,824.3,35,0,20
141.6,84.5,552.5,5,20.5,824.1,35,1,20
144.8,119.6,552.4,5,26.1,825.1,35,0,20
147.9,117.8,552.3,5,31.5,825.4,35,0,20
151.1,114.9,552.4,5,34.5,824.6,35,0,20
154.3,112.3,552.4,5,28.8,825.7,35,0,20
157.5,156.2,552.7,5,29.9,820.6,35,0,20
160.6,107.0,552.8,5,24.0,838.8,36,0,20
163.7,131.5,553.1,5,32.5,814.5,35,1,20
166.9,147.0,553.1,5,35.5,815.5,35,0,20
170.0,111.0,553.2,5,31.5,814.9,35,0,20
173.1,127.3,553.4,5,32.0,825.7,36,0,21
176.3,160.0,553.3,5,30.0,810.3,35,0,20
179.4,134.4,553.3,5,37.5,810.8,35,1,20
182.5,139.8,553.4,5,30.5,811.8,35,0,20
185.7,146.0,553.2,5,29.0,812.6,35,0,20
188.8,138.3,553.2,5,33.0,813.3,35,0,20
191.9,158.5,553.4,5,30.5,813.4,35,0,20
195.1,164.2,553.4,5,38.0,815.7,35,0,20
198.3,144.1,553.5,5,37.2,817.5,35,0,20
201.4,176.2,554.3,5,36.5,815.4,35,1,20
204.5,181.0,554.3,5,41.5,817.4,35,2,20
207.7,161.2,554.3,5,42.5,818.0,35,0,20
210.8,174.5,554.2,5,41.0,818.0,35,1,20
213.9,182.1,554.3,5,36.0,819.8,35,0,20
217.1,181.7,554.1,5,40.5,815.1,35,0,20
220.2,153.7,554.2,5,38.5,816.1,35,1,20
223.3,179.3,554.5,5,38.0,820.0,36,0,20
226.5,163.7,554.5,5,29.5,808.6,35,0,20
229.7,185.1,554.8,5,40.5,801.1,35,1,20
232.8,201.5,554.9,5,44.0,795.7,35,0,20
236.0,180.9,555.6,5,45.5,813.3,37,1,22
239.2,207.4,555.9,5,40.0,785.5,35,0,20
242.3,191.0,555.9,5,42.0,787.4,35,1,22
245.4,203.0,556.1,5,44.5,783.0,35,0,20
248.5,209.5,556.0,5,45.0,801.7,36,3,20
251.7,216.1,556.3,5,43.5,773.2,35,0,20
254.8,225.0,556.5,5,57.5,781.7,35,0,20
257.9,222.5,556.6,5,53.0,789.0,35,0,20
261.0,234.5,556.8,5,48.0,783.1,35,0,20
264.2,259.0,557.2,5,52.5,883.4,41,1,22
267.3,267.7,557.3,5,54.7,784.9,36,0,22
270.5,268.9,557.9,5,46.4,751.5,36,0,20
273.6,249.3,558.0,5,58.0,749.4,35,1,20
276.8,366.8,565.5,5,38.3,735.3,36,0,22
280.0,438.1,569.5,5,47.1,1302.6,62,0,47
283.1,404.5,570.4,5,36.3,967.0,48,0,32
286.5,435.9,570.8,5,41.5,1153.9,56,1,38
289.7,340.0,570.4,5,36.6,781.2,39,1,26
292.9,445.2,570.4,5,35.2,1024.3,50,2,33
296.1,362.4,570.5,5,29.9,747.4,37,0,22
299.2,395.0,570.7,5,57.4,1322.8,63,1,48
302.4,454.9,574.6,5,35.9,1094.3,54,2,45
305.7,435.6,576.8,5,38.3,745.7,37,1,24
308.8,397.6,577.0,5,49.8,1305.1,62,0,47
312.0,364.5,576.3,5,37.5,731.8,35,0,20
