elapsed_s,backend_cpu_pct,backend_rss_mb,postgres_total_cpu_pct,postgres_total_rss_mb,postgres_process_count,db_active_connections,db_total_connections
3.0,0.0,145.1,0.0,497.7,25,0,10
6.1,3.0,144.0,0.5,498.0,25,0,10
9.3,4.5,144.0,1.5,498.9,25,0,10
12.4,10.5,133.6,2.5,500.4,25,1,10
15.5,11.9,134.3,5.0,500.7,25,0,10
18.7,14.5,134.4,4.5,502.0,25,0,10
21.9,15.5,134.7,2.0,502.7,25,0,10
25.0,9.0,135.6,4.0,503.6,25,0,10
28.1,19.0,135.8,5.5,504.7,25,0,10
31.3,23.5,136.2,5.5,506.8,25,0,10
34.6,26.6,136.5,5.1,507.0,25,0,10
37.8,20.8,137.0,6.0,507.2,25,0,10
40.9,21.5,137.8,5.0,506.7,25,0,10
44.0,32.0,137.8,11.0,507.1,25,0,10
47.1,28.9,138.4,5.5,507.4,25,0,10
50.3,33.5,138.5,9.0,507.3,25,0,10
53.4,35.5,138.9,9.0,507.8,25,0,10
56.5,36.8,139.9,9.5,507.7,25,0,10
59.7,41.2,140.1,10.0,505.4,25,0,10
62.8,44.3,140.5,9.0,505.3,25,0,10
65.9,47.5,140.8,12.0,506.4,25,0,10
69.0,50.5,141.0,11.5,508.4,25,0,10
72.2,50.2,141.6,14.5,509.3,25,0,10
75.3,49.0,141.6,13.5,509.2,25,0,10
78.5,61.5,141.6,13.0,509.4,25,1,10
81.6,65.7,142.4,12.0,509.6,25,0,10
84.7,59.5,142.8,12.5,509.8,25,0,10
87.9,63.7,143.0,11.5,506.2,25,0,10
91.0,69.0,143.6,18.0,507.4,25,0,10
94.1,76.5,144.4,9.5,507.0,25,0,10
97.3,63.7,144.7,12.0,557.2,28,0,13
100.4,73.0,144.9,18.0,503.2,25,0,10
103.5,82.6,145.3,14.0,532.6,28,0,10
106.7,85.7,145.6,16.0,494.6,25,0,10
109.8,82.4,146.6,24.0,496.4,25,0,10
112.9,86.6,147.1,12.5,495.9,25,0,10
116.0,75.5,146.9,14.0,495.9,25,0,10
119.2,87.0,147.1,20.5,521.6,27,1,14
122.3,95.0,148.3,13.0,489.6,25,0,10
125.5,106.5,148.9,21.0,488.8,25,1,10
128.6,87.5,149.3,22.5,581.1,29,1,14
131.7,112.0,151.0,12.0,499.1,25,0,10
134.9,101.0,151.4,10.5,497.5,26,0,12
138.0,107.0,151.7,11.5,668.2,35,0,25
141.2,108.8,157.1,27.8,899.2,45,1,30
144.4,114.2,158.3,24.0,901.2,45,0,30
147.5,111.5,159.0,15.5,817.2,41,0,27
150.6,110.5,159.9,19.5,825.6,42,0,30
153.8,111.3,161.3,25.5,904.5,45,1,30
156.9,104.5,162.8,26.0,907.0,45,0,30
160.1,108.0,163.1,27.0,908.0,45,1,30
163.2,85.1,165.4,18.5,910.0,45,0,30
166.3,2.0,175.9,0.5,910.0,45,0,30
169.5,3.0,187.1,0.5,909.6,45,0,30
172.6,6.0,185.8,0.5,909.6,45,0,30
175.8,0.5,186.8,0.0,909.2,45,0,30
178.9,0.5,187.5,0.0,908.8,45,0,30
182.0,0.5,187.9,0.0,908.3,45,0,30
185.2,0.0,188.3,0.0,908.3,45,0,30
188.3,0.5,188.3,0.5,908.3,45,0,30
191.5,0.0,188.3,0.5,908.3,45,1,30
194.6,19.0,191.9,4.5,914.9,45,0,30
197.7,0.5,191.9,0.0,914.8,45,0,30
200.8,0.5,192.5,0.5,914.8,45,0,30
204.0,0.0,192.9,1.0,914.8,45,0,30
207.2,0.0,192.9,0.0,914.7,45,0,30
210.3,0.0,192.9,0.5,914.7,45,0,30
213.4,0.0,192.9,0.0,914.7,45,0,30
216.6,0.0,192.9,0.0,914.7,45,0,30
219.7,0.0,192.9,0.0,914.7,45,0,30
222.9,11.1,193.2,0.0,914.9,45,0,30
226.1,0.5,193.2,0.5,914.9,45,0,30
229.2,1.0,193.3,0.0,914.9,45,0,30
232.5,1.0,193.5,0.5,914.9,45,0,30
235.6,0.5,193.8,0.5,914.9,45,0,30
238.8,0.0,193.8,0.0,914.9,45,0,30
241.9,0.5,193.8,0.5,914.9,45,0,30
245.1,0.0,193.8,0.5,914.9,45,0,30
248.2,0.0,193.8,0.5,914.8,45,0,30
251.3,0.0,193.8,0.5,914.8,45,0,30
254.5,7.5,194.4,0.5,914.8,45,0,30
257.6,0.5,194.9,1.0,914.9,45,0,30
260.7,0.0,196.1,0.0,915.1,45,0,30
263.8,0.0,196.8,0.0,915.1,45,0,30
267.1,0.0,196.8,0.0,915.0,45,0,30
270.2,0.0,196.8,0.5,915.0,45,0,30
273.4,0.5,196.8,0.5,915.0,45,0,30
276.6,0.0,196.8,0.0,915.0,45,0,30
279.8,0.0,196.8,0.0,915.0,45,0,30
282.9,4.5,196.9,0.5,915.0,45,0,30
