Method,Name,Error,Occurrences,First Seen,Last Seen
GET,/api/v1/qr/menu [mixed:pre-order],CatchResponseError('menu load failed: 0'),3,2026-08-13T11:47:07Z,2026-08-13T11:49:07Z
GET,/api/v1/qr/menu [isolation-control:b],CatchResponseError('menu load failed: 0'),6,2026-08-13T11:45:57Z,2026-08-13T11:48:48Z
GET,/api/v1/qr/menu [mixed:browse],CatchResponseError('menu load failed: 0'),4,2026-08-13T11:46:35Z,2026-08-13T11:48:16Z
GET,/api/v1/qr/orders/{id} [mixed:poll],CatchResponseError('status poll failed: 0'),1,2026-08-13T11:48:56Z,2026-08-13T11:48:56Z
GET,/api/v1/qr/menu [mixed:poll-fallback],CatchResponseError('menu load failed: 0'),1,2026-08-13T11:48:52Z,2026-08-13T11:48:52Z
